timestamp,temperature_C,pressure_hPa,humidity_percent,gas_ohms,label,notes
3129205,24.24,101239.27,44.8,185082.88,greenbanana,normal
3130903,24.24,101240.32,44.81,185904.55,greenbanana,normal
3132601,24.24,101240.94,44.82,185698.45,greenbanana,normal
3134287,24.22,101239.05,44.8,186111.09,greenbanana,normal
3135986,24.22,101239.5,44.81,185379.16,greenbanana,normal
3137683,24.21,101238.0,44.82,186007.34,greenbanana,normal
3139372,24.21,101237.89,44.82,184962.7,greenbanana,normal
3141069,24.22,101239.5,44.85,185066.66,greenbanana,normal
3142766,24.22,101238.08,44.87,186525.61,greenbanana,normal
3144464,24.22,101239.66,44.85,186111.09,greenbanana,normal
3146151,24.22,101239.6,44.86,185904.55,greenbanana,normal
3147849,24.22,101239.82,44.86,185379.16,greenbanana,normal
3149547,24.21,101238.7,44.9,185379.16,greenbanana,normal
3151235,24.22,101239.11,44.9,185066.66,greenbanana,normal
3152932,24.22,101239.46,44.89,185904.55,greenbanana,normal
3154630,24.2,101237.83,44.88,185492.81,greenbanana,normal
3156328,24.2,101239.36,44.9,186318.13,greenbanana,normal
3158016,24.21,101240.45,44.95,185797.47,greenbanana,normal
3159713,24.19,101238.99,44.92,185588.09,greenbanana,normal
3161411,24.19,101240.62,44.96,185797.47,greenbanana,normal
3163100,24.2,101239.34,44.95,185483.55,greenbanana,normal
3164797,24.22,101241.36,44.94,185904.55,greenbanana,normal
3166495,24.21,101240.7,44.93,185170.7,greenbanana,normal
3168183,24.19,101240.3,44.92,185379.16,greenbanana,normal
3169881,24.17,101240.23,44.93,187489.81,greenbanana,normal
3171578,24.16,101239.88,44.92,187383.14,greenbanana,normal
3173267,24.17,101239.49,44.9,185588.09,greenbanana,normal
3174965,24.17,101238.77,44.93,186639.83,greenbanana,normal
3176663,24.19,101239.9,44.94,185492.81,greenbanana,normal
3178350,24.18,101239.61,44.93,185287.61,greenbanana,normal
3180048,24.19,101239.44,44.92,184674.75,greenbanana,normal
3181746,24.16,101240.4,44.89,185904.55,greenbanana,normal
3183443,24.17,101240.43,44.92,186525.61,greenbanana,normal
3185131,24.16,101240.17,44.91,185082.88,greenbanana,normal
3186828,24.17,101240.98,44.89,183863.89,greenbanana,normal
3188526,24.17,101239.62,44.9,185904.55,greenbanana,normal
3190213,24.17,101239.56,44.92,185904.55,greenbanana,normal
3191911,24.18,101238.92,44.93,186733.56,greenbanana,normal
3193609,24.19,101238.84,44.95,186525.61,greenbanana,normal
3195296,24.18,101239.7,44.94,186733.56,greenbanana,normal
3196994,24.19,101238.92,44.97,185492.81,greenbanana,normal
3198682,24.18,101239.12,44.97,186639.83,greenbanana,normal
3200379,24.17,101239.3,44.96,185692.72,greenbanana,normal
3202078,24.18,101239.73,44.97,185588.09,greenbanana,normal
3203766,24.18,101241.0,44.97,185902.36,greenbanana,normal
3205464,24.19,101240.76,44.95,187383.14,greenbanana,normal
3207162,24.17,101241.73,44.95,186851.59,greenbanana,normal
3208850,24.17,101240.48,44.96,186428.53,greenbanana,normal
3210548,24.17,101241.25,44.97,187596.61,greenbanana,normal
3212236,24.17,101239.47,44.94,185692.72,greenbanana,normal
3213934,24.16,101242.02,44.97,188239.94,greenbanana,normal
3215633,24.14,101239.38,45.0,187276.59,greenbanana,normal
3217320,24.16,101241.94,45.01,186639.83,greenbanana,normal
3219018,24.15,101241.34,45.06,187276.59,greenbanana,normal
3220707,24.14,101240.54,45.01,188779.44,greenbanana,normal
3222405,24.15,101240.02,45.01,186745.64,greenbanana,normal
3224102,24.15,101240.85,45.02,187063.84,greenbanana,normal
3225790,24.15,101242.16,45.0,187489.81,greenbanana,normal
3227489,24.15,101242.53,45.0,187810.56,greenbanana,normal
3229176,24.13,101242.06,45.0,188132.42,greenbanana,normal
3230874,24.09,101241.26,44.99,188887.72,greenbanana,normal
3232563,24.1,101241.71,45.02,188563.27,greenbanana,normal
3234260,24.07,101241.93,45.01,191190.42,greenbanana,normal
3235958,24.08,101244.91,45.04,189539.94,greenbanana,normal
3237647,24.09,101244.73,45.03,189213.28,greenbanana,normal
3239345,24.12,101244.3,45.04,187596.61,greenbanana,normal
3241032,24.11,101243.84,45.03,187596.61,greenbanana,normal
3242731,24.12,101243.55,45.02,188779.44,greenbanana,normal
3244429,24.11,101243.66,45.04,187703.55,greenbanana,normal
3246116,24.11,101242.44,45.04,189213.28,greenbanana,normal
3247814,24.12,101243.89,45.03,187596.61,greenbanana,normal
3249503,24.12,101243.04,45.01,186957.66,greenbanana,normal
3251201,24.13,101244.76,45.04,186534.09,greenbanana,normal
3252898,24.13,101244.49,45.03,185066.66,greenbanana,normal
3254587,24.12,101244.23,45.04,187383.14,greenbanana,normal
3256285,24.14,101244.38,45.04,186639.83,greenbanana,normal
3257982,24.14,101244.22,45.02,185902.36,greenbanana,normal
3259670,24.14,101242.95,45.0,186428.53,greenbanana,normal
3261369,24.15,101244.86,44.99,185274.88,greenbanana,normal
3263056,24.13,101242.48,44.96,186851.59,greenbanana,normal
3264754,24.14,101243.98,44.95,186217.69,greenbanana,normal
3266453,24.12,101244.13,44.98,186534.09,greenbanana,normal
3268141,24.11,101243.52,44.99,186957.66,greenbanana,normal
3269838,24.12,101244.01,45.02,186217.69,greenbanana,normal
3271527,24.12,101244.84,45.06,186323.03,greenbanana,normal
3273225,24.11,101244.38,45.08,185588.09,greenbanana,normal
3274923,24.11,101245.38,45.12,185698.45,greenbanana,normal
3276610,24.11,101245.42,45.13,185170.7,greenbanana,normal
3278309,24.12,101242.95,45.12,187276.59,greenbanana,normal
3279996,24.12,101244.68,45.09,186217.69,greenbanana,normal
3281694,24.12,101243.13,45.06,186007.34,greenbanana,normal
3283393,24.1,101243.36,45.07,187170.16,greenbanana,normal
3285081,24.11,101243.58,45.11,187063.84,greenbanana,normal
3286778,24.11,101243.45,45.11,188132.42,greenbanana,normal
3288466,24.11,101243.36,45.13,189213.28,greenbanana,normal
3290165,24.11,101243.81,45.11,188347.61,greenbanana,normal
3291863,24.09,101242.96,45.17,189649.09,greenbanana,normal
3293550,24.1,101243.62,45.13,190637.08,greenbanana,normal
3295249,24.1,101242.16,45.14,190747.48,greenbanana,normal
3296947,24.09,101242.34,45.13,188887.72,greenbanana,normal
3298634,24.09,101243.7,45.14,190086.92,greenbanana,normal
3300333,24.08,101241.59,45.11,190086.92,greenbanana,normal
3302021,24.08,101242.06,45.14,190747.48,greenbanana,normal
3303718,24.09,101240.95,45.15,190416.64,greenbanana,normal
3305416,24.07,101241.16,45.15,190086.92,greenbanana,normal
3307105,24.08,101241.03,45.17,190196.7,greenbanana,normal
3308803,24.1,101240.6,45.19,189213.28,greenbanana,normal
3310490,24.1,101240.53,45.18,188347.61,greenbanana,normal
3312189,24.1,101241.25,45.17,188887.72,greenbanana,normal
3313887,24.09,101240.27,45.21,189649.09,greenbanana,normal
3315574,24.08,101240.73,45.21,190526.81,greenbanana,normal
3317273,24.07,101241.54,45.21,191190.42,greenbanana,normal
3318961,24.09,101241.54,45.22,190526.81,greenbanana,normal
3320658,24.08,101239.55,45.2,190086.92,greenbanana,normal
3322357,24.08,101238.89,45.19,190306.61,greenbanana,normal
3324045,24.08,101239.24,45.17,189867.75,greenbanana,normal
3325743,24.08,101239.73,45.17,189539.94,greenbanana,normal
3327431,24.09,101240.36,45.18,189104.63,greenbanana,normal
3329129,24.1,101240.47,45.18,189104.63,greenbanana,normal
3330827,24.09,101240.15,45.19,188887.72,greenbanana,normal
3332515,24.1,101239.78,45.2,188671.3,greenbanana,normal
3334213,24.11,101240.49,45.22,189649.09,greenbanana,normal
3335901,24.09,101241.27,45.22,189430.94,greenbanana,normal
3337600,24.09,101240.84,45.22,190637.08,greenbanana,normal
3339297,24.1,101241.1,45.2,188132.42,greenbanana,normal
3340985,24.11,101241.95,45.18,188025.02,greenbanana,normal
3342684,24.12,101240.45,45.16,188347.61,greenbanana,normal
3344381,24.11,101238.85,45.18,190306.61,greenbanana,normal
3346069,24.1,101238.63,45.17,189867.75,greenbanana,normal
3347768,24.09,101241.47,45.17,190416.64,greenbanana,normal
3349466,24.08,101239.05,45.14,192082.48,greenbanana,normal
3351153,24.11,101242.09,45.13,189867.75,greenbanana,normal
3352851,24.1,101239.63,45.13,188671.3,greenbanana,normal
3354540,24.1,101240.27,45.16,189977.28,greenbanana,normal
3356237,24.09,101240.23,45.16,190306.61,greenbanana,normal
3357936,24.08,101238.7,45.15,191079.48,greenbanana,normal
3359624,24.09,101239.3,45.15,190416.64,greenbanana,normal
3361321,24.08,101237.76,45.18,189867.75,greenbanana,normal
3363019,24.09,101239.08,45.19,189649.09,greenbanana,normal
3364708,24.1,101240.34,45.19,189649.09,greenbanana,normal
3366406,24.1,101239.39,45.17,191412.66,greenbanana,normal
3368103,24.09,101239.8,45.17,192531.63,greenbanana,normal
3369792,24.1,101240.98,45.16,191412.66,greenbanana,normal
3371490,24.1,101240.17,45.18,189867.75,greenbanana,normal
3373178,24.1,101237.99,45.16,189430.94,greenbanana,normal
3374876,24.11,101239.88,45.16,191079.48,greenbanana,normal
3376574,24.1,101240.66,45.15,190416.64,greenbanana,normal
3378262,24.11,101240.56,45.16,191635.41,greenbanana,normal
3379960,24.08,101238.14,45.14,190306.61,greenbanana,normal
3381658,24.06,101239.64,45.15,192419.14,greenbanana,normal
3383346,24.05,101238.23,45.17,193891.8,greenbanana,normal
3385044,24.06,101237.72,45.13,192982.89,greenbanana,normal
3386732,24.06,101240.26,45.17,191523.97,greenbanana,normal
3388430,24.06,101239.28,45.16,191635.41,greenbanana,normal
3390128,24.06,101239.34,45.19,192082.48,greenbanana,normal
3391816,24.07,101240.13,45.2,191190.42,greenbanana,normal
3393514,24.07,101239.8,45.19,191301.47,greenbanana,normal
3395212,24.07,101240.41,45.2,191301.47,greenbanana,normal
3396900,24.07,101241.5,45.19,193096.06,greenbanana,normal
3398598,24.06,101238.64,45.2,191412.66,greenbanana,normal
3400286,24.06,101240.48,45.22,192082.48,greenbanana,normal
3401985,24.06,101239.81,45.21,192869.89,greenbanana,normal
3403682,24.05,101240.58,45.22,192644.27,greenbanana,normal
3405370,24.05,101240.98,45.21,193663.77,greenbanana,normal
3407068,24.04,101240.24,45.23,191523.97,greenbanana,normal
3408756,24.04,101240.42,45.23,192982.89,greenbanana,normal
3410454,24.02,101240.38,45.22,194120.36,greenbanana,normal
3412152,24.01,101239.7,45.22,195387.16,greenbanana,normal
3413840,24.02,101239.09,45.23,192869.89,greenbanana,normal
3415538,24.04,101240.22,45.22,193096.06,greenbanana,normal
3417226,24.02,101238.76,45.23,191412.66,greenbanana,normal
3418924,24.0,101238.11,45.2,192419.14,greenbanana,normal
3420622,24.01,101239.32,45.24,190637.08,greenbanana,normal
3422310,24.01,101239.08,45.26,191523.97,greenbanana,normal
3424008,24.01,101238.04,45.26,191746.98,greenbanana,normal
3425705,24.02,101239.55,45.28,192644.27,greenbanana,normal
3427394,24.0,101240.03,45.29,192757.0,greenbanana,normal
3429092,24.01,101237.59,45.3,192082.48,greenbanana,normal
3430790,24.02,101237.99,45.31,194349.47,greenbanana,normal
3432478,24.03,101238.35,45.31,191301.47,greenbanana,normal
3434176,24.03,101238.34,45.31,189430.94,greenbanana,normal
3435874,24.04,101238.13,45.31,189430.94,greenbanana,normal
3437562,24.04,101240.01,45.26,189430.94,greenbanana,normal
3439260,24.02,101237.48,45.29,190637.08,greenbanana,normal
3440958,24.02,101237.96,45.29,191746.98,greenbanana,normal
3442646,24.0,101237.88,45.28,192757.0,greenbanana,normal
3444344,23.99,101237.01,45.29,193209.31,greenbanana,normal
3446042,23.98,101238.63,45.31,193891.8,greenbanana,normal
3447730,24.01,101237.11,45.33,192982.89,greenbanana,normal
3449428,24.0,101237.92,45.35,192644.27,greenbanana,normal
3451126,24.0,101236.3,45.36,192082.48,greenbanana,normal
3452814,24.0,101237.48,45.36,193209.31,greenbanana,normal
3454513,24.01,101236.23,45.36,192531.63,greenbanana,normal
3456200,24.01,101236.13,45.36,192306.8,greenbanana,normal
3457898,24.01,101235.21,45.36,193891.8,greenbanana,normal
3459596,24.01,101238.16,45.36,192982.89,greenbanana,normal
3461284,24.01,101237.23,45.38,193096.06,greenbanana,normal
3462982,24.01,101235.46,45.4,193436.3,greenbanana,normal
3464680,24.01,101236.43,45.39,193096.06,greenbanana,normal
3466369,24.01,101235.75,45.36,194809.3,greenbanana,normal
3468066,24.01,101238.97,45.35,193436.3,greenbanana,normal
3469754,24.0,101236.46,45.34,193891.8,greenbanana,normal
3471453,24.01,101236.14,45.35,195387.16,greenbanana,normal
3473140,24.0,101236.61,45.33,193777.72,greenbanana,normal
3474838,23.96,101235.33,45.33,194924.61,greenbanana,normal
3476537,23.98,101237.16,45.35,194464.23,greenbanana,normal
3478224,23.97,101234.11,45.37,194349.47,greenbanana,normal
3479922,23.98,101234.87,45.38,194809.3,greenbanana,normal
3481621,23.99,101237.19,45.37,194694.14,greenbanana,normal
3483309,23.98,101233.48,45.38,194464.23,greenbanana,normal
3485006,23.98,101235.48,45.39,193663.77,greenbanana,normal
3486695,23.97,101235.24,45.41,194924.61,greenbanana,normal
3488393,23.97,101236.52,45.41,194464.23,greenbanana,normal
3490081,23.97,101235.24,45.42,194694.14,greenbanana,normal
3491779,23.98,101235.94,45.39,195040.05,greenbanana,normal
3493477,23.97,101235.49,45.4,194694.14,greenbanana,normal
3495165,23.98,101236.25,45.4,194924.61,greenbanana,normal
3496863,23.96,101234.48,45.38,194924.61,greenbanana,normal
3498551,23.96,101235.9,45.38,195271.33,greenbanana,normal
3500250,23.94,101235.1,45.38,195619.28,greenbanana,normal
3501947,23.94,101235.74,45.39,196085.16,greenbanana,normal
3503636,23.94,101235.64,45.41,195968.47,greenbanana,normal
3505334,23.94,101233.84,45.43,195735.55,greenbanana,normal
3507021,23.93,101233.88,45.41,195968.47,greenbanana,normal
3508720,23.91,101233.25,45.45,195735.55,greenbanana,normal
3510418,23.92,101234.54,45.46,196201.95,greenbanana,normal
3512105,23.93,101234.98,45.47,195619.28,greenbanana,normal
3513804,23.93,101233.66,45.48,195503.16,greenbanana,normal
3515492,23.93,101234.83,45.46,195735.55,greenbanana,normal
3517191,23.94,101235.2,45.47,195271.33,greenbanana,normal
3518888,23.95,101234.63,45.45,195271.33,greenbanana,normal
3520576,23.97,101234.12,45.47,194120.36,greenbanana,normal
3522275,23.96,101235.67,45.49,194464.23,greenbanana,normal
3523962,23.94,101234.45,45.48,195271.33,greenbanana,normal
3525660,23.93,101234.81,45.48,196085.16,greenbanana,normal
3527359,23.95,101235.3,45.49,197496.17,greenbanana,normal
3529047,23.95,101236.02,45.48,195851.94,greenbanana,normal
3530744,23.96,101234.7,45.48,195155.59,greenbanana,normal
3532433,23.97,101236.72,45.46,194349.47,greenbanana,normal
3534131,23.96,101235.15,45.44,194579.13,greenbanana,normal
3535830,23.97,101236.84,45.43,195040.05,greenbanana,normal
3537517,23.97,101236.52,45.42,193891.8,greenbanana,normal
3539215,23.98,101237.52,45.43,194006.0,greenbanana,normal
3540903,23.98,101235.73,45.42,194234.84,greenbanana,normal
3542601,23.98,101236.98,45.43,193891.8,greenbanana,normal
3544290,23.99,101236.34,45.45,194579.13,greenbanana,normal
3545988,24.0,101236.95,45.47,194464.23,greenbanana,normal
3547685,24.0,101236.2,45.49,195271.33,greenbanana,normal
3549374,24.0,101238.3,45.51,194006.0,greenbanana,normal
3551072,23.99,101238.19,45.5,196085.16,greenbanana,normal
3552759,23.98,101237.03,45.52,194924.61,greenbanana,normal
3554458,23.99,101237.58,45.51,195040.05,greenbanana,normal
3556156,23.99,101237.22,45.49,194694.14,greenbanana,normal
3557844,23.99,101239.49,45.48,193777.72,greenbanana,normal
3559542,24.0,101239.49,45.45,193777.72,greenbanana,normal
3561240,23.99,101236.31,45.44,195619.28,greenbanana,normal
3562929,24.0,101239.38,45.45,195735.55,greenbanana,normal
3564626,23.99,101235.74,45.42,194006.0,greenbanana,normal
3566315,23.98,101238.58,45.4,194579.13,greenbanana,normal
3568013,23.98,101238.43,45.4,195040.05,greenbanana,normal
3569700,23.98,101239.24,45.4,196201.95,greenbanana,normal
3571399,23.99,101238.62,45.42,195851.94,greenbanana,normal
3573097,23.98,101238.41,45.41,197496.17,greenbanana,normal
3574786,23.96,101239.66,45.44,196553.23,greenbanana,normal
3576483,23.96,101239.38,45.44,197852.11,greenbanana,normal
3578171,23.97,101236.84,45.45,195387.16,greenbanana,normal
3579870,23.98,101237.62,45.46,195619.28,greenbanana,normal
3581568,23.98,101237.0,45.48,196201.95,greenbanana,normal
3583256,23.97,101238.67,45.49,195619.28,greenbanana,normal
3584954,23.96,101239.44,45.47,196553.23,greenbanana,normal
3586641,23.96,101236.55,45.45,197259.61,greenbanana,normal
3588340,23.98,101238.02,45.48,196436.02,greenbanana,normal
3590038,23.98,101239.91,45.46,195619.28,greenbanana,normal
3591727,23.98,101238.72,45.46,196553.23,greenbanana,normal
3593424,23.98,101237.59,45.46,197259.61,greenbanana,normal
3595112,23.99,101239.35,45.45,196553.23,greenbanana,normal
3596811,23.99,101238.86,45.45,196670.61,greenbanana,normal
3598509,24.01,101238.95,45.45,197496.17,greenbanana,normal
3600197,24.01,101237.98,45.44,195735.55,greenbanana,normal
3601895,24.01,101238.72,45.44,194809.3,greenbanana,normal
3603582,24.01,101236.27,45.43,194464.23,greenbanana,normal
3605280,24.02,101239.09,45.4,194234.84,greenbanana,normal
3606979,24.03,101237.91,45.39,193777.72,greenbanana,normal
3608667,24.03,101238.16,45.38,192194.56,greenbanana,normal
3610364,24.01,101238.41,45.36,192306.8,greenbanana,normal
3612053,24.03,101239.26,45.38,193209.31,greenbanana,normal
3613751,24.03,101237.34,45.4,195619.28,greenbanana,normal
3615449,24.03,101238.52,45.38,194579.13,greenbanana,normal
3617137,24.03,101238.37,45.37,196670.61,greenbanana,normal
3618835,24.03,101239.87,45.36,195968.47,greenbanana,normal
3620533,24.01,101238.3,45.36,197141.52,greenbanana,normal
3622220,24.01,101240.66,45.36,196085.16,greenbanana,normal
3623919,24.03,101241.12,45.36,192757.0,greenbanana,normal
3625607,24.02,101238.95,45.32,191523.97,greenbanana,normal
3627304,24.02,101240.0,45.32,193322.73,greenbanana,normal
3629002,24.01,101241.01,45.33,196788.13,greenbanana,normal
3630691,24.0,101238.78,45.34,195851.94,greenbanana,normal
3632389,24.01,101238.91,45.36,196318.91,greenbanana,normal
3634076,24.0,101240.06,45.36,198687.63,greenbanana,normal
3635775,23.99,101240.51,45.36,197377.81,greenbanana,normal
3637473,24.0,101242.31,45.36,198567.84,greenbanana,normal
3639160,24.01,101239.7,45.39,196436.02,greenbanana,normal
3640859,24.02,101241.02,45.42,196436.02,greenbanana,normal
3642547,24.03,101241.19,45.43,195968.47,greenbanana,normal
3644244,24.02,101239.85,45.43,195735.55,greenbanana,normal
3645942,24.04,101241.85,45.46,195735.55,greenbanana,normal
3647631,24.02,101241.82,45.46,196670.61,greenbanana,normal
3649329,24.02,101240.34,45.45,197377.81,greenbanana,normal
3651016,24.01,101239.35,45.45,197496.17,greenbanana,normal
3652715,24.01,101239.45,45.43,200014.95,greenbanana,normal
3654413,24.02,101240.4,45.41,197496.17,greenbanana,normal
3656100,24.01,101240.2,45.38,198209.31,greenbanana,normal
3657798,24.03,101240.88,45.4,196318.91,greenbanana,normal
3659487,24.03,101241.98,45.39,198807.56,greenbanana,normal
3661185,24.03,101238.95,45.38,198927.66,greenbanana,normal
3662872,24.02,101239.91,45.37,196905.78,greenbanana,normal
3664571,24.01,101237.9,45.38,198090.11,greenbanana,normal
3666269,24.01,101239.08,45.36,197733.31,greenbanana,normal
3667956,24.01,101240.46,45.36,198687.63,greenbanana,normal
3669655,24.01,101238.52,45.37,198209.31,greenbanana,normal
3671353,24.0,101238.61,45.38,199651.19,greenbanana,normal
3673040,24.01,101238.87,45.4,200502.02,greenbanana,normal
3674738,24.01,101239.02,45.39,198448.19,greenbanana,normal
3676427,24.01,101241.39,45.36,197733.31,greenbanana,normal
3678125,24.0,101240.96,45.37,198328.69,greenbanana,normal
3679822,23.99,101239.38,45.36,198927.66,greenbanana,normal
3681511,23.99,101241.66,45.36,198927.66,greenbanana,normal
3683209,23.99,101240.64,45.36,198567.84,greenbanana,normal
3684908,23.98,101238.25,45.36,197852.11,greenbanana,normal
3686595,23.98,101241.22,45.37,198448.19,greenbanana,normal
3688293,23.98,101240.59,45.38,198567.84,greenbanana,normal
3689981,23.97,101241.09,45.37,198927.66,greenbanana,normal
3691679,23.98,101242.27,45.37,198687.63,greenbanana,normal
3693378,23.99,101240.49,45.37,197259.61,greenbanana,normal
3695066,24.0,101239.63,45.4,196318.91,greenbanana,normal
3696763,24.0,101239.15,45.39,196788.13,greenbanana,normal
3698462,23.99,101236.44,45.38,197141.52,greenbanana,normal
3700150,23.99,101237.23,45.42,198209.31,greenbanana,normal
3701849,23.99,101238.38,45.4,197852.11,greenbanana,normal
3703546,24.0,101237.82,45.42,197496.17,greenbanana,normal
3705234,24.0,101237.29,45.41,195851.94,greenbanana,normal
3706933,24.01,101235.13,45.42,197141.52,greenbanana,normal
3708631,24.01,101235.91,45.41,196085.16,greenbanana,normal
3710318,24.01,101236.48,45.41,196201.95,greenbanana,normal
3712016,24.01,101236.66,45.42,197852.11,greenbanana,normal
3713715,24.02,101236.16,45.45,195271.33,greenbanana,normal
3715402,24.02,101237.69,45.46,194809.3,greenbanana,normal
3717100,24.02,101238.16,45.48,194006.0,greenbanana,normal
3718798,24.02,101237.27,45.46,193549.95,greenbanana,normal
3720486,24.02,101235.35,45.46,194120.36,greenbanana,normal
3722184,24.02,101236.13,45.44,193663.77,greenbanana,normal
3723882,24.02,101238.38,45.44,193549.95,greenbanana,normal
3725571,24.02,101238.42,45.44,197852.11,greenbanana,normal
3727268,24.02,101238.06,45.39,196788.13,greenbanana,normal
3728966,24.02,101239.6,45.39,197614.67,greenbanana,normal
3730655,24.01,101235.98,45.38,199651.19,greenbanana,normal
3732353,24.0,101237.23,45.36,198090.11,greenbanana,normal
3734040,24.02,101237.86,45.36,197733.31,greenbanana,normal
3735738,24.0,101237.98,45.33,197852.11,greenbanana,normal
3737437,24.0,101239.01,45.35,198090.11,greenbanana,normal
3739124,24.0,101240.08,45.35,198927.66,greenbanana,normal
3740822,24.0,101239.46,45.36,198687.63,greenbanana,normal
3742511,24.0,101241.2,45.37,199409.42,greenbanana,normal
3744208,24.01,101240.12,45.38,199530.25,greenbanana,normal
3745906,24.0,101240.59,45.39,199409.42,greenbanana,normal
3747595,24.02,101240.34,45.4,198448.19,greenbanana,normal
3749293,24.01,101241.42,45.38,198209.31,greenbanana,normal
3750980,24.01,101240.39,45.36,199651.19,greenbanana,normal
3752679,24.03,101240.8,45.37,199651.19,greenbanana,normal
3754377,24.01,101240.16,45.37,199893.55,greenbanana,normal
3756064,24.01,101242.52,45.35,200258.17,greenbanana,normal
3757762,24.01,101241.3,45.38,200380.05,greenbanana,normal
3759460,24.01,101241.63,45.39,200014.95,greenbanana,normal
3761148,24.0,101240.0,45.38,200258.17,greenbanana,normal
3762846,24.0,101240.5,45.38,200746.44,greenbanana,normal
3764534,24.01,101239.48,45.39,200624.16,greenbanana,normal
3766232,23.98,101242.29,45.38,200991.47,greenbanana,normal
3767930,23.97,101240.1,45.38,202848.36,greenbanana,normal
3769618,24.0,101240.88,45.39,200380.05,greenbanana,normal
3771316,24.01,101240.95,45.37,199772.31,greenbanana,normal
3773004,24.0,101241.62,45.37,200258.17,greenbanana,normal
3774702,23.99,101240.78,45.36,200258.17,greenbanana,normal
3776391,23.99,101238.34,45.35,200136.5,greenbanana,normal
3778088,23.99,101239.71,45.34,197733.31,greenbanana,normal
3779786,23.98,101238.79,45.35,197614.67,greenbanana,normal
3781475,23.98,101240.46,45.35,198807.56,greenbanana,normal
3783173,23.99,101239.71,45.36,197971.03,greenbanana,normal
3784860,23.98,101241.24,45.37,197852.11,greenbanana,normal
3786559,23.99,101240.32,45.39,199409.42,greenbanana,normal
3788247,24.0,101240.27,45.39,199409.42,greenbanana,normal
3789945,24.0,101240.72,45.37,198567.84,greenbanana,normal
3791643,23.99,101240.87,45.37,200014.95,greenbanana,normal
3793331,24.0,101239.63,45.36,200746.44,greenbanana,normal
3795030,24.0,101237.88,45.38,197614.67,greenbanana,normal
3796717,24.01,101240.62,45.36,196085.16,greenbanana,normal
3798415,24.0,101239.68,45.32,197377.81,greenbanana,normal
3800113,24.02,101240.8,45.35,196318.91,greenbanana,normal
3801801,24.01,101239.52,45.37,196436.02,greenbanana,normal
3803499,24.01,101240.77,45.36,197971.03,greenbanana,normal
3805187,24.01,101241.63,45.37,199047.86,greenbanana,normal
3806885,24.01,101239.14,45.39,200502.02,greenbanana,normal
3808583,24.01,101240.84,45.37,201853.77,greenbanana,normal
3810271,24.01,101239.53,45.35,201730.13,greenbanana,normal
3811969,24.01,101240.47,45.35,200502.02,greenbanana,normal
3813656,24.01,101239.13,45.36,201730.13,greenbanana,normal
3815355,24.02,101240.8,45.38,199530.25,greenbanana,normal
3817053,24.02,101238.31,45.4,199772.31,greenbanana,normal
3818740,24.01,101239.73,45.38,200991.47,greenbanana,normal
3820439,24.0,101239.96,45.37,202101.5,greenbanana,normal
3822127,24.02,101239.66,45.35,203474.98,greenbanana,normal
3823824,24.02,101239.41,45.33,201730.13,greenbanana,normal
3825522,24.01,101237.9,45.3,200136.5,greenbanana,normal
3827211,24.01,101239.32,45.32,199047.86,greenbanana,normal
3828909,24.01,101240.03,45.33,200746.44,greenbanana,normal
3830596,24.02,101237.81,45.36,200014.95,greenbanana,normal
3832294,24.02,101239.22,45.36,200746.44,greenbanana,normal
3833992,24.02,101238.98,45.37,201483.31,greenbanana,normal
3835680,24.01,101236.13,45.36,202474.23,greenbanana,normal
3837378,24.02,101239.77,45.34,200868.88,greenbanana,normal
3839076,24.01,101237.08,45.35,202598.81,greenbanana,normal
3840763,24.01,101237.21,45.37,200868.88,greenbanana,normal
3842462,24.01,101237.95,45.38,200746.44,greenbanana,normal
3844150,24.02,101237.4,45.4,200624.16,greenbanana,normal
3845848,24.03,101238.18,45.39,200868.88,greenbanana,normal
3847545,24.01,101238.25,45.4,203098.55,greenbanana,normal
3849234,24.02,101239.09,45.38,201606.64,greenbanana,normal
3850932,24.02,101238.03,45.37,201237.08,greenbanana,normal
3852619,24.02,101237.75,45.35,199772.31,greenbanana,normal
3854317,23.99,101237.47,45.34,201606.64,greenbanana,normal
3856015,24.01,101239.25,45.35,201483.31,greenbanana,normal
3857703,24.02,101238.31,45.38,201360.13,greenbanana,normal
3859401,24.01,101238.87,45.36,201114.2,greenbanana,normal
3861089,24.02,101238.7,45.38,200380.05,greenbanana,normal
3862787,24.02,101236.96,45.37,201853.77,greenbanana,normal
3864485,24.02,101237.19,45.37,201977.56,greenbanana,normal
3866173,24.01,101236.59,45.36,203600.78,greenbanana,normal
3867871,24.01,101237.7,45.35,201606.64,greenbanana,normal
3869558,24.01,101236.92,45.36,202723.52,greenbanana,normal
3871257,24.01,101236.91,45.36,202101.5,greenbanana,normal
3872955,24.02,101236.98,45.35,201606.64,greenbanana,normal
3874642,24.02,101238.05,45.35,202973.39,greenbanana,normal
3876340,24.01,101237.14,45.34,202474.23,greenbanana,normal
3878038,24.01,101236.99,45.36,201114.2,greenbanana,normal
3879727,24.02,101234.84,45.37,200868.88,greenbanana,normal
3881424,24.03,101238.32,45.38,201237.08,greenbanana,normal
3883122,24.02,101235.94,45.36,200624.16,greenbanana,normal
3884810,24.02,101235.22,45.4,201237.08,greenbanana,normal
3886509,24.04,101238.27,45.38,200014.95,greenbanana,normal
3888206,24.04,101238.09,45.38,199893.55,greenbanana,normal
3889894,24.05,101237.9,45.38,198927.66,greenbanana,normal
